cellLabelInImage,X,Y,cluster,patient_id
,1053.215,476.0307,6,26
,2025.807,477.8753,1,26
,978.5037,481.4007,6,26
,1018.129,478.9489,6,26
,1037.073,477.7683,6,26
,687.4735,481.8788,0,26
,731.8139,486.3493,0,26
,1269.43,485.8678,0,26
,1310.849,488.5785,0,26
,665.8118,490.6478,0,26
,1168.358,488.5524,0,26
,1213.437,491.066,0,26
,2035.242,493.725,1,26
,1867.799,497.0672,5,26
,972.1197,499.9202,6,26
,999.1294,498.0812,6,26
,703.3321,500.0568,0,26
,850.6892,501.5676,0,26
,1127.846,504.468,0,26
,1146.926,505.6544,0,26
,1324.525,509.6721,0,26
,1241.523,509.817,0,26
,518.4468,515.8582,0,26
,866.1873,518.2988,0,26
,736.4304,518.4772,0,26
,1168.701,520.1715,0,26
,677.1498,521.8877,0,26
,528.3984,524.4453,0,26
,1215.635,529.4206,0,26
,606.1159,533.2636,0,26
,1776.451,531.3273,5,26
,1268.586,532.0857,0,26
,525.2071,541.7339,0,26
,773.3805,542.1827,0,26
,939.8488,539.4296,0,26
,1019.537,540.6795,6,26
,737.669,543.8227,0,26
,548.4125,546.2875,0,26
,1138.33,543.4458,0,26
,1097.857,547.8657,0,26
,1259.438,552.8608,0,26
,539.6733,555.7067,0,26
,971.4351,557.3284,0,26
,795.8893,560.5119,0,26
,1160.404,561.9003,0,26
,1482.489,559.1577,5,26
,1198.244,559.2807,0,26
,1244.698,564.8679,0,26
,625.7218,566.0982,0,26
,1080.141,565.7987,0,26
,482.3586,568.3586,0,26
,897.6577,574.2416,0,26
,908.1667,574.8246,0,26
,1131.161,573.4563,0,26
,1171.295,575.7989,0,26
,527.2995,576.8376,0,26
,963.8122,578.3561,0,26
,1111.713,583.8128,0,26
,1188.213,584.0875,0,26
,1279.878,585.9799,0,26
,754.7006,587.2036,0,26
,1343.91,589.8731,1,26
,654.012,590.5806,0,26
,630.4909,591.8994,0,26
,543.3371,593.779,0,26
,1143.303,592.7297,0,26
,866.1756,585.047,0,26
,1022.184,600.5351,0,26
,1170.808,600.5097,0,26
,1086.096,602.4554,0,26
,897.1078,603.4012,0,26
,913.8778,599.1487,0,26
,557.4113,605.4043,0,26
,615.7855,608.4913,0,26
,1064.742,608.9888,0,26
,759.3259,613.1629,0,26
,535.4641,612.0654,0,26
,816.2174,610.7174,0,26
,1182.339,618.2778,0,26
,1033.211,623.6876,0,26
,940.3642,627.6936,0,26
,1277.429,628.5595,0,26
,391.3929,628.9457,1,26
,1160.922,628.9441,0,26
,965.5019,629.2008,0,26
,534.4589,630.7316,0,26
,806.2617,631.2461,0,26
,1003.574,632.7556,0,26
,1477.996,632.2753,5,26
,585.095,636.7587,0,26
,863.5619,640.2129,0,26
,1071.416,639.8435,0,26
,785.1885,641.3975,0,26
,751.2746,646.0652,0,26
,376.3313,647.5081,1,26
,636.068,648.2381,0,26
,1154.413,655.5413,0,26
,830.3488,661.9945,0,26
,406.6489,664.1596,0,26
,780.4155,675.7878,0,26
,1132.854,661.9602,0,26
,426.5112,665.3911,0,26
,542.7366,668.4516,0,26
,1283.081,668.4556,0,26
,485.5607,671.5941,0,26
,720.9156,671.0884,0,26
,367.6339,672.5092,0,26
,443.7556,665.7167,0,26
,898.1571,672.6381,0,26
,393.4339,674.6174,0,26
,528.2226,670.7244,0,26
,817.3086,673.4321,0,26
,1004.299,673.4464,0,26
,1297.132,673.18,1,26
,504.9758,675.0323,0,26
,1775.526,673.9397,1,26
,466.9713,676.6519,0,26
,1236.147,676.0419,0,26
,2007.185,675.9624,1,26
,540.12,684.8057,0,26
,794.272,687.842,0,26
,619.6384,690.4919,0,26
,1984.092,688.8869,1,26
,1156.862,692.5929,0,26
,1782.978,691.8394,1,26
,548.4706,692.8088,0,26
,605.189,696.299,0,26
,407.1101,697.4073,0,26
,1805.772,699.0443,1,26
,509.591,700.8404,0,26
,553.2631,709.884,0,26
,1858.367,696.1825,1,26
,629.1674,704.9515,0,26
,665.5275,703.4286,0,26
,874.8543,705.0596,0,26
,1112.786,709.5892,0,26
,1797.603,706.3151,1,26
,2039.345,707.1655,1,26
,1933.381,708.791,1,26
,1990.317,708.5539,1,26
,1968.459,712.8501,1,26
,1177.772,714.5313,0,26
,783.768,712.966,0,26
,534.929,714.7742,0,26
,2014.564,716.2863,1,26
,572.3988,717.1532,0,26
,651.006,716.5682,0,26
,951.0417,716.6731,0,26
,454.4895,717.2222,0,26
,1765.374,719.3053,1,26
,378.4125,722.1542,0,26
,1946.695,723.1027,1,26
,592.8528,724.7259,0,26
,845.7464,725.699,0,26
,635.8676,728.6027,0,26
,612.031,730.9702,0,26
,2036.516,730.3158,1,26
,402.4825,730.8103,0,26
,429.9668,731.2221,0,26
,981.0189,732.5975,0,26
,733.1684,729.887,0,26
,1913.527,735.963,1,26
,669.7426,735.6029,0,26
,1863.681,733.4982,1,26
,363.7234,736.2021,0,26
,509.8433,737.7761,0,26
,1760.682,739.1411,1,26
,2019.144,748.616,2,26
,694.1342,742.6147,0,26
,414.567,751.5249,0,26
,469.9981,757.7128,0,26
,597.3235,750.3235,0,26
,532.0105,752.7842,6,26
,589.1985,752.6718,0,26
,924.9918,764.8,0,26
,1973.149,750.6951,2,26
,389.7143,754.8182,0,26
,737.7575,756.2451,0,26
,837.2836,755.5745,0,26
,1881.04,757.4713,1,26
,782.0339,759.4407,0,26
,1934.32,753.8879,2,26
,512.7199,763.2141,6,26
,1898.328,756.1841,1,26
,766.9289,767.3629,0,26
,1857.92,765.8782,0,26
,715.8158,769.2961,0,26
,656.6885,773.0861,0,26
,550.2516,768.3632,6,26
,831.6744,772.3199,0,26
,2004.789,773.1113,2,26
,448.0395,772.1285,0,26
,306.6158,780.5168,5,26
,788.0429,780.0857,0,26
,1019.782,779.1822,1,26
,1002.875,780.0489,1,26
,1910.367,780.0317,2,26
,581.9479,780.7834,6,26
,731.4467,783.5041,0,26
,372.6756,783.9467,0,26
,1843.721,785.8238,0,26
,1972.403,784.3669,2,26
,865.2427,786.4272,0,26
,911.3125,786.8125,0,26
,170.5088,787.4474,1,26
,1801.756,788.8898,1,26
,1875.438,792.2972,0,26
,1946.074,783.0057,2,26
,2032.93,792.6571,2,26
,784.7873,795.489,0,26
,1899.105,795.0332,2,26
,1990.525,794.6803,2,26
,1927.811,795.2222,2,26
,334.7163,797.8723,0,26
,439.6582,798.7472,0,26
,507.7286,799.3383,6,26
,171.1238,800.5941,0,26
,214.8981,799.9606,0,26
,634.2317,796.5026,0,26
,691.9885,801.1708,6,26
,1826.497,801.0503,0,26
,191.5396,800.8672,0,26
,480.5709,804.0111,0,26
,549.724,802.5063,6,26
,2012.433,806.688,2,26
,353.6279,807.8711,0,26
,1899.51,812.6964,2,26
,1982.235,812.2837,2,26
,576.3307,809.4514,6,26
,617.3638,815.405,0,26
,538.4145,816.7202,6,26
,1964.835,819.1158,2,26
,2034.0,819.5355,2,26
,843.872,820.9634,0,26
,1831.935,820.9119,0,26
,1938.99,823.2974,2,26
,1898.634,825.7561,2,26
,2007.151,826.4158,2,26
,636.3852,828.642,0,26
,878.5415,827.3171,0,26
,565.0199,831.6296,6,26
,350.7243,831.786,0,26
,1954.874,831.6053,2,26
,529.6975,832.793,0,26
,683.189,834.3011,6,26
,470.3347,839.2891,0,26
,705.0453,833.2535,6,26
,866.9459,838.2973,0,26
,158.7761,839.8945,0,26
,205.9647,840.7835,0,26
,626.1592,843.6817,0,26
,1847.522,841.6034,0,26
,238.1687,836.3012,0,26
,1916.021,843.5892,2,26
,1941.025,842.1216,2,26
,2024.215,842.7785,2,26
,2007.785,845.0311,2,26
,448.0974,848.1744,0,26
,1967.135,847.3936,2,26
,1821.854,848.3705,0,26
,1891.185,843.3951,2,26
,1650.946,853.2991,1,26
,569.4691,854.4956,0,26
,768.2892,854.6265,0,26
,869.8632,855.2137,0,26
,1919.47,860.3352,2,26
,423.2831,864.4722,0,26
,1941.169,861.3353,2,26
,1965.548,865.1602,2,26
,860.8449,864.7487,0,26
,187.1187,866.0477,0,26
,458.5338,868.4395,0,26
,1637.019,867.4518,1,26
,755.2981,869.0915,0,26
,276.2408,870.5612,0,26
,720.431,870.2542,6,26
,308.2475,871.1717,0,26
,492.7143,870.3187,0,26
,1842.102,870.653,0,26
,506.6283,872.5778,0,26
,520.2468,873.6234,0,26
,778.2751,874.5056,0,26
,1908.328,875.0474,2,26
,225.8946,876.4311,0,26
,376.3441,876.7527,0,26
,692.1562,878.1071,6,26
,580.0658,877.0928,0,26
,1986.685,878.451,2,26
,2021.822,880.5582,2,26
,1856.301,882.6397,0,26
,173.037,886.3889,0,26
,595.4974,884.1295,0,26
,1821.944,884.5306,1,26
,624.5885,887.175,0,26
,499.7971,888.7681,0,26
,526.0541,889.2703,0,26
,656.0882,887.6046,0,26
,123.943,893.7668,0,26
,674.9117,897.8622,6,26
,286.7856,895.0904,0,26
,380.4797,897.9966,0,26
,726.285,897.7,6,26
,418.9301,902.0082,0,26
,326.5938,902.9459,0,26
,590.5425,904.9123,0,26
,654.9406,907.5769,0,26
,706.5258,903.1909,6,26
,154.1946,905.6965,0,26
,614.3511,909.2219,0,26
,534.2186,908.5484,0,26
,1706.231,910.9689,1,26
,638.1673,915.5399,0,26
,727.335,916.8981,6,26
,295.3001,920.3947,0,26
,696.9425,923.5479,6,26
,168.2638,919.4623,0,26
,1873.319,925.3497,1,26
,454.0759,925.5506,0,26
,683.8943,926.3089,6,26
,378.7307,928.439,0,26
,1887.288,929.4153,0,26
,592.1698,931.467,0,26
,607.8298,931.9574,1,26
,1710.282,934.731,1,26
,732.8636,941.8442,6,26
,319.423,943.8573,0,26
,493.9394,945.9091,0,26
,507.5054,946.0897,0,26
,526.602,944.6965,0,26
,381.8357,951.6398,0,26
,472.3815,955.4895,0,26
,1120.828,957.4138,1,26
,1132.192,962.8583,1,26
,1188.527,963.4732,0,26
,2033.988,966.2846,0,26
,311.6423,967.5839,0,26
,440.4981,967.6247,0,26
,516.1102,973.5678,0,26
,547.0,971.6434,1,26
,217.8514,975.1176,2,26
,1371.294,975.2944,1,26
,193.568,977.8495,0,26
,1334.622,977.5778,1,26
,1139.804,979.5333,0,26
,1186.343,980.3636,0,26
,1358.31,982.2845,1,26
,2010.641,987.8795,1,26
,237.7733,985.2389,0,26
,534.0647,979.9478,0,26
,210.0492,986.4426,0,26
,260.0447,987.6672,0,26
,350.5375,988.5125,0,26
,546.8235,989.6353,1,26
,1216.043,988.0,6,26
,1377.207,990.0431,0,26
,1401.765,994.3368,0,26
,1165.197,993.9576,0,26
,292.3099,996.0235,0,26
,1146.506,997.9924,0,26
,378.801,997.5739,0,26
,201.051,1000.121,0,26
,1328.082,1005.088,0,26
,341.0412,1005.544,0,26
,553.4828,1001.874,1,26
,543.9359,1002.449,1,26
,1358.235,1005.992,0,26
,143.6427,1010.08,0,26
,165.4013,1009.42,0,26
,1239.396,1010.396,6,26
,2022.745,1012.689,1,26
,209.5245,1012.741,0,26
,1174.628,1016.715,0,26
,261.7143,1014.185,0,26
,324.9224,1014.052,0,26
,1116.951,1014.039,0,26
,1425.827,1013.385,0,26
,1391.135,1019.986,0,26
,1223.836,1021.041,6,26
,1451.25,1021.174,0,26
,178.3516,1022.722,0,26
,1307.652,1014.43,3,26
,402.1755,1023.654,0,26
,1410.433,1027.89,0,26
,1270.929,1024.573,6,26
,1973.623,1024.926,1,26
,310.7618,1025.259,0,26
,226.7687,1031.291,0,26
,1160.7,1033.478,0,26
,1178.011,1035.243,0,26
,255.072,1032.816,0,26
,526.61,1032.748,0,26
,202.9981,1037.846,0,26
,464.7019,1037.673,0,26
,497.8944,1040.255,0,26
,1220.75,1040.106,6,26
,1505.07,1044.047,3,26
,1397.704,1046.806,0,26
,384.985,1047.188,0,26
,1440.424,1050.643,0,26
,1062.041,1057.347,0,26
,1131.69,1060.417,0,26
,1219.333,1061.708,6,26
,1412.859,1055.055,0,26
,1335.324,1057.525,0,26
,1272.847,1061.19,6,26
,1387.644,1059.013,0,26
,1187.853,1058.28,6,26
,1372.081,1058.037,0,26
,229.1662,1062.707,0,26
,1485.932,1065.047,0,26
,1521.678,1064.989,3,26
,1304.11,1065.91,6,26
,1505.039,1067.484,3,26
,510.8951,1065.756,1,26
,1423.584,1071.337,0,26
,357.5139,1077.368,0,26
,1239.417,1074.265,6,26
,1441.555,1076.349,0,26
,527.9164,1074.411,1,26
,1084.162,1077.17,0,26
,1255.426,1076.152,6,26
,135.1902,1076.225,0,26
,1356.896,1077.518,0,26
,1290.802,1077.992,6,26
,1397.904,1079.835,0,26
,1205.408,1086.036,6,26
,1264.184,1084.092,6,26
,1474.277,1086.936,0,26
,119.2775,1089.36,0,26
,1287.03,1091.987,6,26
,105.0758,1091.53,0,26
,1059.37,1094.315,0,26
,327.1449,1092.841,0,26
,1271.398,1095.494,6,26
,387.9519,1092.871,0,26
,1090.902,1100.183,3,26
,1420.15,1100.232,3,26
,418.8689,1101.984,0,26
,1042.885,1105.503,0,26
,354.1248,1100.69,0,26
,1253.659,1105.782,6,26
,136.1136,1106.902,0,26
,971.2113,1108.32,0,26
,1396.701,1109.512,3,26
,1450.514,1109.373,3,26
,1202.764,1110.202,6,26
,108.7,1116.133,0,26
,1075.099,1115.339,3,26
,450.7575,1120.791,0,26
,1031.539,1119.657,0,26
,1567.968,1120.34,3,26
,1102.718,1120.093,3,26
,1136.187,1124.511,3,26
,315.0048,1125.919,0,26
,1409.583,1123.886,3,26
,178.9824,1125.947,0,26
,284.5771,1127.211,0,26
,1014.369,1128.328,0,26
,479.7548,1129.978,0,26
,972.2195,1130.033,0,26
,1426.699,1129.974,3,26
,375.8448,1133.526,0,26
,357.7959,1134.765,0,26
,1172.311,1135.771,3,26
,1455.365,1136.154,3,26
,981.75,1137.409,0,26
,1592.175,1136.619,3,26
,1545.802,1138.155,3,26
,499.9816,1137.825,5,26
,90.8172,1141.817,0,26
,956.0334,1140.596,5,26
,134.4025,1144.623,0,26
,1516.177,1146.447,3,26
,227.2377,1149.444,0,26
,1092.144,1151.025,3,26
,1569.443,1152.892,3,26
,193.4255,1156.34,0,26
,993.2857,1153.916,0,26
,265.8477,1154.947,0,26
,294.4976,1157.217,0,26
,1530.751,1154.876,3,26
,1155.654,1159.15,3,26
,1476.571,1161.226,3,26
,97.01613,1163.242,0,26
,1459.947,1163.355,3,26
,1545.664,1164.834,3,26
,1616.484,1163.734,3,26
,1489.331,1165.153,3,26
,86.60274,1168.356,0,26
,1216.788,1169.779,3,26
,1600.837,1169.295,3,26
,117.3113,1169.411,0,26
,1477.397,1171.063,3,26
,1505.937,1172.828,3,26
,1587.672,1173.218,3,26
,371.9296,1174.99,0,26
,1459.125,1176.792,3,26
,1174.651,1179.091,3,26
,1102.379,1182.075,3,26
,1247.084,1183.073,3,26
,1643.387,1184.08,3,26
,286.4425,1184.557,0,26
,362.879,1187.317,0,26
,245.6245,1184.891,0,26
,1599.605,1188.092,3,26
,1616.352,1188.94,3,26
,1514.472,1190.292,3,26
,1638.261,1197.81,3,26
,139.6576,1206.892,0,26
,1191.954,1213.551,3,26
,1555.492,1212.21,3,26
,1218.467,1221.485,3,26
,1059.298,1221.687,6,26
,130.1215,1221.43,0,26
,394.3978,1221.923,5,26
,1604.098,1224.77,3,26
,1620.684,1230.162,3,26
,1275.286,1230.091,3,26
,1126.803,1231.852,3,26
,240.5437,1233.244,0,26
,1255.289,1234.623,3,26
,1010.284,1240.215,1,26
,90.30597,1240.321,0,26
,1193.525,1239.984,3,26
,210.2584,1238.573,0,26
,182.1175,1244.066,0,26
,1571.814,1242.671,3,26
,119.1173,1249.162,0,26
,267.6221,1250.676,0,26
,346.4276,1247.41,0,26
,359.2093,1249.581,5,26
,296.8202,1250.155,0,26
,1058.287,1250.918,0,26
,101.2543,1250.491,0,26
,325.4329,1251.798,0,26
,1037.923,1251.297,1,26
,1078.51,1251.59,0,26
,154.6389,1256.023,0,26
,1622.306,1263.31,0,26
,1206.777,1266.646,3,26
,100.9868,1269.276,0,26
,131.3444,1266.762,0,26
,206.4737,1272.272,0,26
,1553.697,1271.874,3,26
,193.3411,1273.131,0,26
,1727.71,1273.804,1,26
,148.1447,1275.807,0,26
,284.9446,1283.127,0,26
,1178.744,1288.581,3,26
,1551.298,1288.75,3,26
,1744.049,1289.138,1,26
,113.2084,1293.771,0,26
,1053.05,1294.806,0,26
,992.7611,1297.794,4,26
,1207.218,1299.234,3,26
,1235.538,1303.027,3,26
,1663.76,1304.494,6,26
,243.4186,1308.925,0,26
,1097.803,1313.939,0,26
,1159.455,1305.955,0,26
,141.7646,1308.344,0,26
,1646.707,1311.807,6,26
,197.9016,1316.013,0,26
,1619.627,1315.373,6,26
,106.0213,1316.821,0,26
,1060.291,1317.709,0,26
,1735.009,1319.806,1,26
,1602.855,1324.018,6,26
,262.0415,1328.604,0,26
,1717.486,1329.917,1,26
,1641.199,1334.134,6,26
,1066.293,1342.67,0,26
,1593.018,1334.305,6,26
,1138.922,1339.617,0,26
,1626.685,1341.251,6,26
,1656.745,1347.921,6,26
,1094.502,1351.376,0,26
,1682.7,1347.221,6,26
,1302.963,1354.704,3,26
,1138.527,1356.373,0,26
,1731.174,1356.941,6,26
,1662.261,1360.685,6,26
,1622.595,1360.832,6,26
,1241.618,1366.63,3,26
,1638.246,1362.217,6,26
,1716.209,1368.18,6,26
,1155.228,1370.228,0,26
,1768.498,1369.922,1,26
,1646.638,1372.862,6,26
,1745.207,1372.398,6,26
,1666.621,1374.559,6,26
,1473.784,1379.531,0,26
,1696.38,1381.435,6,26
