cellLabelInImage,X,Y,cluster,patient_id
,506.9595032,956.2180786,17,5
,1587.5,959.2587891,1,5
,1433.665039,969.5067139,19,5
,961.4564819,970.09552,1,5
,1717.807983,997.4500122,1,5
,617.7883911,995.1536865,17,5
,1262.629028,1001.14502,1,5
,1293.291992,1039.083984,1,5
,601.9216919,1041.82605,10,5
,128.2610931,1041.938965,3,5
,810.333313,1047.279053,1,5
,475.2008057,1048.612061,3,5
,1757.41394,1053.508057,19,5
,1410.875,1060.890015,17,5
,1740.089966,1064.504028,19,5
,1175.469971,1069.707031,19,5
,558.539917,1071.754028,17,5
,1587.519043,1072.578979,19,5
,540.0748291,1076.977051,10,5
,1391.525024,1076.900024,17,5
,1329.781006,1080.812988,1,5
,1407.348022,1082.25,17,5
,2000.946045,1083.57605,17,5
,1500.702026,1082.745972,9,5
,509.4632874,1088.380981,1,5
,1517.609009,1090.154053,1,5
,1495.448975,1099.833008,1,5
,1715.254028,1101.458984,19,5
,60.98688889,1104.249023,1,5
,1201.527954,1105.404053,1,5
,1218.312012,1107.92395,1,5
,1045.524048,1112.26001,1,5
,1301.264038,1115.464966,9,5
,1312.666992,1122.630005,9,5
,1110.562012,1123.597046,1,5
,1019.169983,1126.069946,1,5
,574.3200073,1139.473999,5,5
,1147.625,1144.572021,19,5
,1264.496948,1161.435059,3,5
,1188.204956,1179.571045,17,5
,720.0198975,1182.228027,1,5
,412.9277039,1185.687012,1,5
,973.2078857,1187.590942,17,5
,1002.052002,1189.140015,1,5
,1145.968994,1205.583984,1,5
,1640.420044,1217.593018,17,5
,1073.598022,1219.769043,1,5
,1087.850952,1230.166992,7,5
,509.6343079,1246.151001,17,5
,1552.927979,1245.312988,3,5
,939.036377,1252.29895,1,5
,1684.600952,1254.02002,3,5
,1936.78894,1256.48999,3,5
,1884.473999,1260.412964,19,5
,906.0090942,1266.436035,1,5
,1082.110962,1273.55603,1,5
,1036.765015,1273.192993,1,5
,381.4943848,1273.567017,1,5
,397.6516113,1277.599976,1,5
,289.8962097,1288.469971,17,5
,896.7340088,1290.535034,19,5
,404.1505127,1290.415039,1,5
,935.1177979,1290.666016,23,5
,2019.396973,1293.996948,3,5
,1984.652954,1302.196045,3,5
,887.5349121,1309.779053,19,5
,273.4143066,1312.598999,17,5
,43.47222137,1320.536987,1,5
,78.88152313,1322.83606,1,5
,57.03279114,1328.074951,1,5
,1194.781006,1329.530029,17,5
,203.2451019,1332.329956,1,5
,76.55721283,1348.026001,1,5
,95.2456131,1363.631958,1,5
,964.0393066,1369.100952,19,5
,45.50746155,1381.459961,1,5
,940.1989136,1380.359009,1,5
,775.0195923,1384.55896,1,5
,72.89325714,1389.581055,1,5
,95.90287018,1390.390991,1,5
,805.1384888,1389.738037,1,5
,388.1824951,1394.631958,17,5
,758.4505005,1404.67395,1,5
,1942.774048,1425.588989,3,5
,2043.296997,1426.671997,17,5
,448.1903076,1437.215942,19,5
,888.1627197,1437.43103,1,5
,209.3457031,1438.911011,1,5
,905.4262695,1445.755005,17,5
,2033.848999,1448.178955,19,5
,861.6010742,1454.322998,17,5
,15.13798046,1460.025024,19,5
,775.4033203,1470.422974,10,5
,2031.746948,1474.098022,17,5
,340.4090881,1477.991943,1,5
,822.9766846,1478.912964,17,5
,1967.756958,1484.634033,17,5
,1039.310059,1485.838013,17,5
,744.0280762,1488.746948,7,5
,21.47826004,1490.256958,1,5
,1824.748047,1490.384033,3,5
,1042.5,1502.060059,17,5
,1984.822998,1501.894043,1,5
,2041.251953,1503.720947,1,5
,279.4831848,1504.214966,1,5
,146.033905,1504.88501,10,5
,560.7550049,1512.746948,1,5
,698.666687,1516.546997,1,5
,403.8980103,1525.48999,19,5
,391.2218018,1526.171997,19,5
,543.4569702,1526.130981,1,5
,1937.120972,1529.012939,7,5
,1875.232056,1531.196045,17,5
,807.4689941,1534.083008,1,5
,2007.01001,1537.394043,1,5
,888.5402832,1538.032959,17,5
,361.7085876,1544.222046,1,5
,1193.911987,1546.828003,17,5
,60.64134979,1549.387939,3,5
,790.6223755,1549.702026,1,5
,1944.323975,1551.265015,7,5
,1960.77002,1551.147949,17,5
,818.8687134,1551.276978,3,5
,119.5701981,1555.81604,1,5
,1921.30603,1555.437988,19,5
,382.2127991,1567.0,1,5
,1900.369995,1568.563965,17,5
,791.458313,1572.77002,9,5
,283.2329102,1578.677979,1,5
,609.3582153,1578.609009,19,5
,210.1295929,1585.610962,1,5
,260.8865051,1586.954956,1,5
,1890.703003,1586.249023,17,5
,27.75971985,1610.468018,3,5
,309.6164856,1609.629028,17,5
,709.2114258,1607.965942,17,5
,259.0079956,1610.307007,1,5
,365.019989,1615.839966,10,5
,1904.219971,1615.833984,7,5
,936.4851074,1618.678955,1,5
,300.7632141,1625.755981,17,5
,589.5568848,1628.480957,1,5
,1893.102051,1631.496948,25,5
,632.3845825,1633.620972,1,5
,701.4248047,1634.572021,1,5
,372.8875122,1638.525024,1,5
,341.6238098,1640.31897,10,5
,677.0999756,1638.694946,17,5
,1983.958008,1644.728027,7,5
,272.8635864,1651.635986,1,5
,1932.050049,1650.786987,9,5
,385.4285889,1651.838989,1,5
,287.3059998,1653.31897,10,5
,625.7089233,1654.046997,17,5
,371.8482971,1657.239014,7,5
,1814.204956,1657.949951,25,5
,694.512085,1662.02002,17,5
,607.5822144,1665.625,1,5
,631.2487183,1673.599976,17,5
,316.6860046,1676.128052,23,5
,1611.921997,1676.810059,17,5
,2008.428955,1682.354004,7,5
,321.4137878,1698.0,1,5
,309.0393982,1701.63501,19,5
,1936.817993,1698.569946,17,5
,1981.595947,1703.067017,25,5
,291.8110962,1704.314941,17,5
,2042.19397,1710.368042,19,5
,323.6176147,1714.767944,7,5
,1617.739014,1715.254028,19,5
,277.9978943,1718.134033,1,5
,340.3648987,1718.97998,7,5
,632.5673828,1721.206055,7,5
,544.3549194,1724.259033,1,5
,1837.139038,1724.810059,19,5
,300.4012146,1728.334961,17,5
,1964.509033,1727.802979,17,5
,563.0244141,1731.780029,19,5
,264.903595,1739.109985,1,5
,682.5665894,1739.920044,1,5
,929.546875,1740.822998,17,5
,621.9835815,1750.661011,17,5
,857.0933228,1755.707031,3,5
,239.1522064,1758.17395,17,5
,314.331604,1759.848022,7,5
,251.6725006,1764.964966,1,5
,302.4215088,1766.532959,7,5
,930.6347046,1774.58606,3,5
,282.6209106,1771.770996,1,5
,599.3132935,1767.26001,23,5
,767.4133301,1774.357056,1,5
,678.3466797,1783.652954,1,5
,1787.310059,1783.761963,3,5
,2024.387939,1792.748047,7,5
,314.1498108,1795.136963,1,5
,254.853302,1797.779053,1,5
,1703.70105,1805.208984,3,5
,534.211792,1811.666016,1,5
,584.8964233,1807.562988,19,5
,1795.416016,1816.595947,25,5
,610.9575195,1818.784058,1,5
,283.10849,1825.192017,1,5
,262.8164978,1829.421997,19,5
,599.4763794,1830.338013,1,5
,880.0524902,1829.959961,3,5
,511.0140076,1835.157959,1,5
,1380.616943,1838.947998,1,5
,588.3021851,1843.410034,1,5
,279.4205017,1852.279053,1,5
,204.0131073,1853.395996,1,5
,254.1197052,1853.982056,7,5
,353.1806946,1865.500977,2,5
,815.0136108,1866.917969,3,5
,1382.237061,1866.706055,1,5
,831.0474243,1872.574951,1,5
,285.747406,1907.838989,17,5
,350.7807922,1914.985962,1,5
,1360.061035,1918.448975,1,5
,548.7678833,1922.771973,17,5
,608.328186,1928.343994,1,5
,1993.900024,1938.849976,3,5
,2036.509033,1939.582031,1,5
,507.8858032,1941.860962,9,5
,174.9557953,1968.72998,7,5
,1948.779053,1979.21106,1,5
,1972.972046,1979.709961,3,5
,826.1154175,1981.654053,3,5
,125.2654037,1985.519043,1,5
,183.655899,1994.484009,1,5
,1942.762939,1999.932007,17,5
,253.9161987,2007.677979,22,5
,222.8625946,2003.569946,10,5
,411.458313,2016.312012,1,5
,189.795105,2016.498047,1,5
,384.6763,2025.105957,1,5
,244.0133972,2027.755005,1,5
,441.5083008,2040.959961,1,5
,1956.401978,2043.387939,1,5
,171.6244965,2041.637939,1,5
,675.6693115,17.0026207,11,5
,1768.387939,20.92268944,8,5
,468.8984985,23.14180946,19,5
,400.316803,36.11233902,7,5
,489.0744934,42.87522125,11,5
,508.7814941,43.35490036,19,5
,1865.349976,76.98944855,7,5
,2042.73999,77.9675293,11,5
,2017.258057,85.24482727,10,5
,224.3305969,89.79276276,17,5
,501.9926147,127.1707001,11,5
,1808.605957,139.110199,8,5
,1958.725952,152.5543976,8,5
,547.0718994,163.8144073,11,5
,1981.027954,166.2187042,8,5
,482.5372009,171.8361969,11,5
,1794.057007,171.201004,8,5
,1861.219971,182.9602051,1,5
,2039.994995,181.7678986,17,5
,2001.280029,190.6092072,19,5
,1808.605957,235.6367035,8,5
,1975.916016,237.4862061,8,5
,1792.478027,257.5856934,8,5
,1914.019043,266.4346008,8,5
,1967.119995,264.7477112,8,5
,1139.125,266.0974121,11,5
,317.3457031,268.8147888,9,5
,1888.108032,277.7890015,10,5
,1940.823975,278.0679016,8,5
,1858.155029,281.350708,11,5
,1980.53894,285.693512,8,5
,2020.077026,312.0498047,8,5
,740.2880859,319.8959045,10,5
,764.3903809,335.2670898,11,5
,2016.713989,335.4009094,8,5
,1934.185059,344.6838989,8,5
,1994.118042,347.8071899,8,5
,1811.149048,352.0924072,1,5
,716.3510742,353.4299927,11,5
,742.6491089,354.6419067,11,5
,2035.43396,360.1614075,8,5
,725.3623047,371.6848145,11,5
,1801.621948,384.244812,24,5
,681.8521729,387.8226929,11,5
,1851.015015,396.0812073,9,5
,1734.551025,397.4830933,11,5
,1675.545044,401.325592,9,5
,1770.802979,422.7445068,8,5
,1819.532959,455.1719055,9,5
,2039.895996,460.5595093,8,5
,1539.621948,463.5491028,23,5
,1787.042969,476.7219849,8,5
,752.2167969,479.2727051,11,5
,1999.983032,497.0389099,9,5
,1734.594971,510.2293091,10,5
,1780.833984,512.6781006,8,5
,1917.751953,521.0109253,23,5
,1398.588013,526.8209229,9,5
,2032.932007,540.0,15,5
,1823.416992,541.8709717,8,5
,1920.930054,546.5935059,11,5
,1786.838989,559.4447021,8,5
,1753.187988,574.5847778,8,5
,1296.312012,600.5385742,11,5
,2029.651001,603.9285889,9,5
,1776.847046,607.1771851,8,5
,1483.598022,607.2730713,8,5
,1931.741943,610.9567261,8,5
,1715.672974,613.184082,24,5
,1968.203003,626.7012939,9,5
,1577.610962,645.0169067,10,5
,1994.655029,658.9111938,9,5
,2030.046021,661.4863281,9,5
,2041.692993,669.4802856,11,5
,1570.494019,689.1273804,11,5
,2016.285034,684.2495728,9,5
,1457.613037,694.2003784,13,5
,1831.072021,705.338623,1,5
,1998.109009,711.4213867,11,5
,1545.407959,718.5410767,7,5
,1713.921021,720.685791,8,5
,1848.751953,723.248291,11,5
,1678.692017,725.1062012,8,5
,1992.45105,735.3721924,9,5
,1855.656982,746.4697266,11,5
,1952.18103,759.2755737,17,5
,1534.833008,762.2723999,8,5
,1869.150024,762.4586182,9,5
,1475.465942,766.784729,11,5
,1607.244995,768.4519043,8,5
,1539.844971,776.9564819,8,5
,1488.599976,787.8222046,9,5
,1736.837036,788.0748291,9,5
,1553.334961,792.430603,8,5
,1755.290039,808.6116943,19,5
,1817.168945,813.5112915,23,5
,1617.515991,833.3839111,8,5
,1558.771973,837.6771851,11,5
,1568.062988,861.8344727,11,5
,1825.811035,868.696228,15,5
,1795.69104,868.4005127,23,5
,1627.890991,896.4138794,9,5
,1965.292969,908.4202881,23,5
,1354.010986,916.2053223,11,5
,1106.922974,922.2645264,20,5
,1551.567017,927.5894775,11,5
,1545.511963,952.7261963,11,5
,1724.366943,953.2924805,9,5
,648.9782104,967.0073242,11,5
,1693.604004,974.5397949,9,5
,1589.457031,983.9664917,9,5
,1714.762939,985.2055054,9,5
,1494.487061,999.6917725,11,5
,1521.418945,1004.44397,11,5
,1414.973022,1042.329956,1,5
,1546.154053,1054.535034,9,5
,1310.208984,1085.937012,11,5
,1426.151978,1098.572998,19,5
,1286.39502,1116.376953,1,5
,1097.182007,1155.932007,8,5
,1923.016968,1180.262939,3,5
,1042.078003,1200.616943,10,5
,1118.05603,1228.31604,8,5
,1120.499023,1251.616943,11,5
,84.53794861,1258.771973,7,5
,981.3284912,1293.93396,8,5
,959.6912231,1299.057007,8,5
,805.4630737,1428.603027,9,5
,766.9957275,1498.874023,9,5
,759.9205933,1519.713989,23,5
,1826.629028,1602.672974,3,5
,2036.281982,1609.026978,7,5
,2028.848022,1630.088989,7,5
,1947.89502,1669.468018,7,5
,602.140686,1734.30896,11,5
,1204.807007,1882.630005,11,5
,1933.824951,3.650000095,13,5
,1891.996948,7.454545021,13,5
,1951.025024,6.837500095,13,5
,1865.996948,9.274853706,23,5
,1841.515991,16.07781982,8,5
,1877.547974,38.7460289,19,5
,1927.387939,45.83581924,8,5
,1856.176025,53.02146149,8,5
,1957.514038,57.82543182,8,5
,1975.979004,73.59622192,8,5
,1820.171997,74.46884155,8,5
,1993.16394,82.98113251,10,5
,1848.375,85.65689087,8,5
,1891.035034,104.4571991,7,5
,1870.244019,105.2027969,7,5
,1964.338013,107.9343033,8,5
,1982.885986,108.085701,8,5
,1864.845947,131.4517975,8,5
,1845.396973,132.3815002,8,5
,58.11214828,145.616806,8,5
,2002.305054,152.0267944,8,5
,1899.139038,153.1865997,8,5
,1953.779053,185.8973999,8,5
,1868.267944,209.3300018,8,5
,1778.853027,216.0699005,8,5
,2005.72998,216.478302,10,5
,2043.22998,223.3049927,10,5
,1722.686035,322.2264099,8,5
,1740.343994,324.209198,7,5
,1874.420044,325.0509033,8,5
,1863.870972,351.2637939,13,5
,1768.989014,372.109314,8,5
,1960.722046,439.5621033,8,5
,1896.93396,479.2612915,8,5
,1636.803955,481.4256897,8,5
,1507.04895,494.3468018,7,5
,1906.881958,501.9902039,8,5
,1876.137939,517.8826904,8,5
,1862.58606,540.3972168,7,5
,2039.602051,558.1483154,8,5
,1755.536011,599.3125,10,5
,1733.401001,602.3693848,8,5
,1860.483032,615.3348999,10,5
,1790.968994,630.5858765,10,5
,1815.562012,643.6381836,8,5
,1782.119019,647.7514038,11,5
,1549.062988,664.1445923,7,5
,1705.608032,675.6080933,8,5
,1749.098022,679.9360962,8,5
,1725.889038,686.112915,23,5
,1550.333008,697.1260986,8,5
,1930.624023,703.7072754,8,5
,1796.060059,710.277771,24,5
,1951.057983,713.7891235,11,5
,1905.275024,720.2750244,10,5
,1661.764038,753.538208,11,5
,1713.142944,792.9578857,10,5
,1686.465942,804.9837036,10,5
,1787.420044,809.7269287,19,5
,1551.862061,822.015686,11,5
,1686.780029,825.0733032,10,5
,1595.819946,825.5496826,8,5
,1573.584961,838.7767944,8,5
,1077.452026,844.1547852,13,5
,1590.02002,856.5476074,8,5
,1656.848022,890.3579712,23,5
,1497.348999,1022.302002,8,5
,1489.63501,1041.953003,7,5
,791.5361938,1404.862061,11,5
,1501.134033,1916.036987,8,5
,1569.58606,1992.792969,8,5
,396.9769,202.544,15,5
,238.5116,230.8233,15,5
,261.8674,231.4724,15,5
,680.0349,341.4784,15,5
,2010.376,451.6733,19,5
,1993.742,453.2306,19,5
,2007.537,546.3014,15,5
,2010.083,572.2517,15,5
,1877.621,582.6769,22,5
,1622.256,612.0175,15,5
